Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgEssentialStrictModified,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclLibunit,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPackageCoupled,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,EssentialStrictModified,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxEssentialStrictModified,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SumEssentialStrictModified
File,"JNIGarbageCollectorQueryTest.java",,,,,,,2,2,2,1,,10,1,9,0,,,,1,0,0,,,,4,4,1,,,,,,,4,,,0,,,0,0,,4,,,,,,,59,,,,14,,,,44,,,18,25,1,,,,,,,,,34,43,22,,,,21,,,,,,,,,2,2,2,1,,,,1,,,0.02,8,8,8,4,
File,"JNIGarbageCollectorSubtableSchemaTest.java",,,,,,,2,2,2,1,,14,3,10,0,,,,1,0,0,,,,4,4,1,,,,,,,4,,,0,,,0,0,,4,,,,,,,76,,,,25,,,,49,,,15,30,4,,,,,,,,,39,48,19,,,,29,,,,,,,,,2,2,2,1,,,,1,,,0.08,8,8,8,4,
File,"JNIGarbageCollectorTableTest.java",,,,,,,2,2,2,1,,14,3,10,0,,,,1,0,0,,,,4,4,1,,,,,,,4,,,0,,,0,0,,4,,,,,,,76,,,,25,,,,50,,,15,31,2,,,,,,,,,40,49,19,,,,30,,,,,,,,,2,2,2,1,,,,1,,,0.04,8,8,8,4,
File,"JNIGarbageCollectorTableViewTest.java",,,,,,,2,2,2,1,,10,1,9,0,,,,1,0,0,,,,4,4,1,,,,,,,4,,,0,,,0,0,,4,,,,,,,59,,,,14,,,,44,,,18,25,2,,,,,,,,,34,43,22,,,,21,,,,,,,,,2,2,2,1,,,,1,,,0.05,8,8,8,4,
File,"JNIImplicitTransactionsTest.java",,,,,,,3,3,3,1,,17,4,12,0,,,,1,0,0,,,,3,3,1,,,,,,,3,,,0,,,1,1,,1,,,,,,,67,,,,21,,,,45,,,17,26,2,,,,,,,,,25,35,17,,,,18,,,,,,,,,4,4,4,1,,,,3,,,0.04,8,8,8,3,
File,"JNILinkTest.java",,,,,,,1,1,1,1,,40,18,22,0,,,,1,0,0,,,,2,2,0,,,,,,,2,,,0,,,0,0,,2,,,,,,,89,,,,41,,,,48,,,14,40,0,,,,,,,,,42,45,14,,,,31,,,,,,,,,1,1,1,1,,,,0,,,0.00,2,2,2,2,
File,"JNIMixedSubtableTest.java",,,,,,,6,6,6,1,,51,9,18,24,,,,1,0,0,,,,2,2,0,,,,,,,2,,,0,,,0,0,,2,,,,,,,129,,,,27,,,,41,,,20,30,61,,,,,,,,,43,56,20,,,,36,,,,,,,,,10,10,10,1,,,,1,,,1.49,12,12,12,2,
File,"JNIMixedTypeTest.java",,,,,,,5,4,5,1,,20,2,18,0,,,,1,2,1,,,,7,5,0,,,,,,,7,,,0,,,1,0,,6,,,,,,,187,,,,27,,,,141,,,27,98,19,,,,,,,,,79,105,33,,,,72,,,,,,,,,17,11,17,1,,,,3,,,0.13,32,26,32,7,
File,"JNIParameterizedTestExample.java",,,,,,,1,1,1,1,,5,0,5,0,,,,1,2,0,,,,4,2,3,,,,,,,4,,,0,,,0,0,,4,,,,,,,60,,,,11,,,,30,,,14,12,19,,,,,,,,,16,21,14,,,,7,,,,,,,,,1,1,1,1,,,,0,,,0.63,4,4,4,4,
File,"JNIQueryTest.java",,,,,,,13,13,13,1,,29,5,21,3,,,,1,0,0,,,,23,23,1,,,,,,,23,,,1,,,0,0,,22,,,,,,,744,,,,169,,,,496,,,76,433,90,,,,,,,,,708,1016,81,,,,935,,,,,,,,,100,100,100,1,,,,3,,,0.18,307,307,307,23,
File,"JNIRowTest.java",,,,,,,1,1,1,1,,33,10,23,0,,,,1,0,0,,,,2,2,0,,,,,,,2,,,0,,,0,0,,2,,,,,,,79,,,,27,,,,52,,,14,42,0,,,,,,,,,46,49,14,,,,35,,,,,,,,,1,1,1,1,,,,0,,,0.00,2,2,2,2,
File,"JNISortedLongTest.java",,,,,,,1,1,1,1,,22,5,14,2,,,,1,0,0,,,,2,2,2,,,,,,,2,,,1,,,0,0,,1,,,,,,,56,,,,16,,,,35,,,7,25,5,,,,,,,,,29,32,7,,,,25,,,,,,,,,1,1,1,1,,,,0,,,0.14,2,2,2,2,
File,"JNISubtableTest.java",,,,,,,2,2,2,1,,24,5,17,1,,,,1,0,0,,,,10,10,0,,,,,,,10,,,0,,,0,0,,10,,,,,,,260,,,,64,,,,176,,,49,146,20,,,,,,,,,136,153,49,,,,104,,,,,,,,,4,4,4,1,,,,1,,,0.11,16,16,16,10,
File,"JNITableInsertTest.java",,,,,,,3,3,3,1,,23,3,18,2,,,,1,2,1,,,,12,10,2,,,,,,,12,,,0,,,0,0,,12,,,,,,,335,,,,61,,,,238,,,57,182,40,,,,,,,,,155,189,59,,,,130,,,,,,,,,12,12,12,1,,,,4,,,0.17,33,33,33,12,
File,"JNITableSpecTest.java",,,,,,,2,2,2,1,,14,1,12,0,,,,1,2,0,,,,11,9,4,,,,,,,11,,,0,,,0,0,,11,,,,,,,201,,,,31,,,,148,,,35,114,22,,,,,,,,,117,137,41,,,,96,,,,,,,,,5,5,5,1,,,,1,,,0.15,19,19,19,11,
File,"JNITableTest.java",,,,,,,3,3,3,1,,16,3,12,1,,,,1,0,0,,,,26,26,1,,,,,,,26,,,1,,,1,0,,24,,,,,,,473,,,,116,,,,332,,,80,265,39,,,,,,,,,314,400,79,,,,321,,,,,,,,,28,28,28,1,,,,3,,,0.12,84,84,84,26,
File,"JNITestSuite.java",,,,,,,3,3,4,2,,13,1,12,0,,,,1,0,0,,,,6,6,0,,,,,,,6,,,0,,,5,0,,1,,,,,,,125,,,,18,,,,92,,,37,52,15,,,,,,,,,50,70,35,,,,35,,,,,,,,,9,9,9,6,,,,3,,,0.16,19,19,22,13,
File,"JNITransactions.java",,,,,,,4,4,4,1,,14,1,13,0,,,,1,0,0,,,,15,15,1,,,,,,,15,,,0,,,1,4,,10,,,,,,,284,,,,50,,,,208,,,59,149,31,,,,,,,,,196,257,59,,,,198,,,,,,,,,32,32,32,1,,,,3,,,0.15,56,56,56,15,
File,"JNIViewTest.java",,,,,,,4,4,4,1,,17,2,13,1,,,,1,0,0,,,,24,24,5,,,,,,,24,,,2,,,0,0,,22,,,,,,,465,,,,107,,,,333,,,86,269,26,,,,,,,,,328,413,83,,,,330,,,,,,,,,28,28,28,1,,,,2,,,0.08,84,84,84,24,
Function,"JNI_OnLoad",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
File,"JNI_nativeTests.java",,,,,,,4,4,4,1,,14,1,13,0,,,,1,0,0,,,,1,1,0,,,,,,,1,,,0,,,0,0,,1,,,,,,,21,,,,4,,,,17,,,5,9,0,,,,,,,,,7,12,6,,,,6,,,,,,,,,4,4,4,1,,,,2,,,0.00,4,4,4,1,
Class,"JStringAccessor",1,16,3,4,39,8,2,2,2,1,,20,1,16,3,0,5,0,,0,0,,,,,2,2,,2,0,,0,,2,2,1,,0,,0,0,,2,,,,,,,49,,,,4,,,,39,,,16,18,8,,,,0,0,,,,,24,14,,,0,10,,,,,,,,,3,3,3,1,,,0,,,0,0.21,4,4,4,2,
Public Function,"JStringAccessor::JStringAccessor",,,,2,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,36,,,,2,,,,28,,,11,17,7,,,,0,0,14,,4,17,19,10,,,0,9,,,3,3,3,1,,1,,,,,0,,,1,0,,0.25,,,,,
Public Const Function,"JStringAccessor::operator tightdb::StringData",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Struct,"JStringCharsAccessor",0,3,0,2,22,0,1,1,1,1,,3,0,3,0,0,0,0,,1,0,,,,,4,4,,4,0,,0,,5,5,2,,0,,1,0,,4,,,,,,,24,,,,2,,,,22,,,12,6,0,,,,0,0,,,,,16,10,,,0,6,,,,,,,,,2,2,2,1,,,0,,,55,0.00,6,6,6,5,
Public Function,"JStringCharsAccessor::JStringCharsAccessor",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,0,,,,2,,,2,0,0,,,,0,0,7,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Public Const Function,"JStringCharsAccessor::data",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Private Static Function,"JStringCharsAccessor::get_size",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,2,3,0,,,,0,0,4,,2,3,4,1,,,0,3,,,2,2,2,1,,0,,,,,0,,,1,0,,0.00,,,,,
Public Const Function,"JStringCharsAccessor::size",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Public Function,"JStringCharsAccessor::~JStringCharsAccessor",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"Java_io_realm_TableSpec_getColumnCount",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_TableSpec_getColumnIndex",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_TableSpec_getColumnName",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_TableSpec_getColumnType",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_TableSpec_getTableSpec",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Group_createNative__",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,3,3,0,,,,0,0,2,,2,4,5,1,,,1,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Group_createNative__Ljava_lang_String_2I",,,,4,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,4,,,,30,,,6,21,2,,,,1,3,8,,44,32,40,4,,,3,33,,,15,13,15,11,,47,,,,,44,,,2,44,,0.07,,,,,
Function,"Java_io_realm_internal_Group_createNative__Ljava_nio_ByteBuffer_2",,,,2,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,,,2,,,,17,,,4,11,0,,,,0,0,8,,66,19,23,2,,,3,18,,,12,12,12,1,,32,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Group_createNative___3B",,,,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,2,,,,26,,,5,20,2,,,,0,0,10,,68,25,31,3,,,3,25,,,14,14,14,10,,33,,,,,30,,,1,30,,0.08,,,,,
Function,"Java_io_realm_internal_Group_nativeClose",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,0,,,,6,,,2,2,0,,,,0,0,2,,2,3,4,0,,,1,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Group_nativeCommit",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"Java_io_realm_internal_Group_nativeEquals",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,4,6,0,,,,0,0,4,,4,8,8,2,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_Group_nativeGetTableName",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,2,4,0,,,,0,0,6,,4,6,6,0,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_Group_nativeGetTableNativePtr",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,4,5,1,,,,0,0,6,,4,8,8,2,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.10,,,,,
Function,"Java_io_realm_internal_Group_nativeHasTable",,,,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,9,,,3,4,1,,,,0,0,6,,4,7,7,1,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.11,,,,,
Function,"Java_io_realm_internal_Group_nativeSize",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,1,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.20,,,,,
Function,"Java_io_realm_internal_Group_nativeToJson",,,,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,1,,,,13,,,4,9,2,,,,0,0,8,,4,11,11,2,,,0,9,,,4,4,4,4,,6,,,,,6,,,0,6,,0.15,,,,,
Function,"Java_io_realm_internal_Group_nativeToString",,,,0,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,0,,,,13,,,4,9,2,,,,0,0,8,,4,11,11,2,,,0,9,,,4,4,4,4,,6,,,,,6,,,0,6,,0.15,,,,,
Function,"Java_io_realm_internal_Group_nativeWriteToByteBuffer",,,,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,,,0,,,,18,,,3,10,1,,,,0,0,10,,10,12,14,1,,,1,12,,,6,6,6,5,,11,,,,,10,,,1,10,,0.06,,,,,
Function,"Java_io_realm_internal_Group_nativeWriteToFile",,,,0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,,,0,,,,13,,,5,5,1,,,,1,3,8,,8,13,13,3,,,0,10,,,8,8,8,1,,28,,,,,0,,,0,0,,0.08,,,,,
Function,"Java_io_realm_internal_Group_nativeWriteToMem",,,,0,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,0,,,,27,,,6,19,4,,,,0,0,11,,24,19,24,4,,,1,19,,,9,9,9,4,,7,,,,,6,,,2,6,,0.15,,,,,
Function,"Java_io_realm_internal_LinkView_nativeAdd",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,2,3,0,,,,0,0,5,,4,5,5,0,,,0,5,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeClear",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,2,3,0,,,,0,0,5,,4,5,5,0,,,0,5,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeClose",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeGetRow",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,9,,,3,5,0,,,,0,0,4,,4,7,7,1,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeGetTargetRowIndex",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,2,4,0,,,,0,0,6,,4,6,6,0,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeInsert",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,3,0,,,,0,0,5,,4,5,5,0,,,0,5,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeIsEmpty",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,2,4,0,,,,0,0,5,,4,6,6,0,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeMove",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,3,0,,,,0,0,5,,4,5,5,0,,,0,5,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeRemove",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,2,3,0,,,,0,0,5,,4,5,5,0,,,0,5,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeSet",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,3,0,,,,0,0,5,,4,5,5,0,,,0,5,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeSize",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,2,4,0,,,,0,0,5,,4,6,6,0,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_LinkView_nativeWhere",,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,11,,,5,7,0,,,,0,0,7,,4,9,9,3,,,0,6,,,4,4,4,4,,6,,,,,6,,,0,6,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeClose",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetBoolean",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetByteArray",,,,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,,,,1,,,,17,,,4,11,1,,,,0,0,8,,4,7,10,2,,,0,8,,,4,4,4,3,,2,,,,,2,,,2,2,,0.06,,,,,
Function,"Java_io_realm_internal_Row_nativeGetColumnCount",,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Row_nativeGetColumnIndex",,,,0,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,11,,,3,6,2,,,,0,0,8,,5,8,9,1,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.18,,,,,
Function,"Java_io_realm_internal_Row_nativeGetColumnName",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,6,0,,,,0,0,7,,5,8,9,0,,,1,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetColumnType",,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,1,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.14,,,,,
Function,"Java_io_realm_internal_Row_nativeGetDateTime",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetDouble",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetFloat",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetIndex",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetLink",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,2,5,0,,,,0,0,4,,3,3,5,0,,,0,5,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetLinkView",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,1,,,,8,,,3,4,0,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetLong",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeGetMixed",,,,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,1,,,,11,,,3,7,1,,,,0,0,7,,5,9,10,1,,,1,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.09,,,,,
Function,"Java_io_realm_internal_Row_nativeGetMixedType",,,,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,1,,,,8,,,3,4,1,,,,0,0,3,,2,3,4,1,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.13,,,,,
Function,"Java_io_realm_internal_Row_nativeGetString",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,2,6,0,,,,0,0,7,,5,7,8,0,,,0,8,,,5,5,5,5,,7,,,,,7,,,1,7,,0.00,,,,,
Function,"Java_io_realm_internal_Row_nativeIsNullLink",,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,2,3,0,,,,0,0,3,,2,2,3,0,,,0,3,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,,
