Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceVariable,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountDeclClassMethod,CountDeclFile,CountLineCode,RatioCommentToCode,CountDeclFunction
File,Schedulers.java,,,3,,,,11,7,,52,1.4,8
File,SerialSubscription.java,,,3,,,,12,0,,60,0.53,7
File,SerialSubscriptionPerf.java,,,4,,,,10,0,,54,0.41,5
File,SerialSubscriptionTests.java,,,1,,,,20,0,,157,0.1,13
File,SerializedObserver.java,,,7,,,,31,0,,162,0.22,7
File,SerializedObserverTest.java,,,27,,,,95,2,,576,0.21,45
File,SerializedSubject.java,,,2,,,,13,0,,69,0.42,13
File,SerializedSubjectTest.java,,,0,,,,23,0,,370,0.04,23
File,SerializedSubscriber.java,,,1,,,,5,0,,25,2.56,5
File,Single.java,,,1,,,,95,32,,381,3.44,78
File,SingleDelayedProducer.java,,,2,,,,19,1,,72,0.47,4
File,SinglePerfBaseline.java,,,2,,,,11,0,,63,0.24,11
File,SingleProducer.java,,,2,,,,8,0,,40,0.9,2
File,SingleSubscriber.java,,,1,,,,5,0,,20,2.85,5
File,SingleTest.java,,,0,,,,51,0,,345,0.06,43
File,SleepingAction.java,,,3,,,,7,0,,34,0.5,2
File,SpmcArrayQueue.java,,,63,,,,31,0,,166,0.2,19
File,SpscArrayQueue.java,,,49,,,,19,0,,120,0.49,15
File,SpscLinkedAtomicQueue.java,,,0,,,,7,0,,38,1.63,4
File,SpscLinkedQueue.java,,,0,,,,7,0,,37,1.7,4
File,StartWithTests.java,,,0,,,,3,0,,35,0.43,3
File,Subject.java,,,0,,,,12,0,,51,2.04,10
File,SubjectSubscriptionManager.java,,,16,,,,52,0,,239,0.41,24
File,Subscriber.java,,,4,,,,19,0,,81,1.48,10
File,SubscriberTest.java,,,0,,,,67,0,,361,0.08,67
File,Subscribers.java,,,0,,,,28,6,,112,0.86,22
File,Subscription.java,,,0,,,,2,0,,6,5.67,2
File,SubscriptionIndexedRingBuffer.java,,,2,,,,19,1,,76,0.67,10
File,SubscriptionList.java,,,2,,,,25,1,,105,0.38,10
File,SubscriptionListConcurrentPerf.java,,,4,,,,16,0,,96,0.23,7
File,SubscriptionListPerf.java,,,4,,,,10,0,,57,0.39,5
File,SubscriptionListTest.java,,,0,,,,37,0,,212,0.1,28
File,SubscriptionRandomList.java,,,2,,,,21,1,,101,0.42,8
File,Subscriptions.java,,,1,,,,11,5,,50,1.44,11
File,SubscriptionsTest.java,,,0,,,,3,0,,32,0.47,3
File,SynchronizedQueue.java,,,2,,,,25,0,,108,0.19,24
File,SynchronizedSubscription.java,,,1,,,,3,0,,16,0.75,3
File,TakeLastQueueProducer.java,,,5,,,,22,0,,90,0.31,4
File,TestException.java,,,0,,,,2,0,,10,2.5,2
File,TestObserver.java,,,4,,,,23,0,,89,0.65,14
File,TestObserverTest.java,,,1,,,,7,0,,89,0.17,7
File,TestObstructionDetection.java,,,0,,,,9,1,,45,0.89,4
File,TestObstructionDetectionTest.java,,,0,,,,9,1,,52,0.29,6
File,TestScheduler.java,,,7,,,,21,0,,109,0.39,16
File,TestSchedulerTest.java,,,0,,,,12,0,,165,0.1,11
File,TestSubject.java,,,2,,,,21,1,,88,0.69,16
File,TestSubjectTest.java,,,0,,,,6,0,,80,0.19,6
File,TestSubscriber.java,,,4,,,,61,5,,245,0.87,38
File,TestSubscriberTest.java,,,1,,,,10,0,,119,0.14,10
File,ThrottleLastTests.java,,,0,,,,1,0,,38,0.61,1
File,ThrottleWithTimeoutTests.java,,,0,,,,1,0,,38,0.61,1
File,TimeInterval.java,,,2,,,,14,0,,48,0.85,6
File,Timestamped.java,,,2,,,,14,0,,51,0.55,6
File,TrampolineScheduler.java,,,7,,,,19,2,,91,0.26,12
File,TrampolineSchedulerTest.java,,,0,,,,15,2,,116,0.2,15
File,UnsafeAccess.java,,,2,,,,14,6,,57,0.68,7
File,UtilityFunctions.java,,,2,,,,22,4,,105,0.33,18
File,ZipTests.java,,,3,,,,11,0,,96,0.26,11
File,package-info.java,,,0,,,,0,0,,1,42,0
File,package-info.java,,,0,,,,0,0,,0,0,0
Package,rx,,,32,,,,1039,139,32,5406,1.86,
Public Class,rx.BackpressureTests,16,0,1,35,0,84,31,3,,485,0.13,
Class,rx.BackpressureTests.(Anon_16),3,0,1,13,0,0,2,0,,12,0.08,
Public Method,rx.BackpressureTests.(Anon_16).call,,,,,,,,,,9,0.11,
Public Method,rx.BackpressureTests.doAfterTest,,,,,,,,,,3,0,
Private Static Method,rx.BackpressureTests.firehose,,,,,,,,,,13,0.46,
Class,rx.BackpressureTests.firehose.(Anon_15),7,0,1,13,0,0,2,0,,10,0,
Public Method,rx.BackpressureTests.firehose.(Anon_15).call,,,,,,,,,,7,0,
Private Static Method,rx.BackpressureTests.incrementingIntegers,,,,,,,,,,3,2,
Private Static Method,rx.BackpressureTests.incrementingIntegers,,,,,,,,,,30,0.07,
Class,rx.BackpressureTests.incrementingIntegers.(Anon_13),3,0,1,13,0,100,1,0,,27,0.07,
Public Method,rx.BackpressureTests.incrementingIntegers.(Anon_13).call,,,,,,,,,,24,0.08,
Class,rx.BackpressureTests.incrementingIntegers.(Anon_13).call.(Anon_14),9,0,1,13,0,0,6,0,,21,0.1,
Public Method,rx.BackpressureTests.incrementingIntegers.(Anon_13).call.(Anon_14).request,,,,,,,,,,18,0.11,
Public Method,rx.BackpressureTests.testFirehoseFailsAsExpected,,,,,,,,,,9,0,
Public Method,rx.BackpressureTests.testFlatMapAsync,,,,,,,,,,16,0.19,
Class,rx.BackpressureTests.testFlatMapAsync.(Anon_3),6,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testFlatMapAsync.(Anon_3).call,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testFlatMapSync,,,,,,,,,,16,0.06,
Class,rx.BackpressureTests.testFlatMapSync.(Anon_2),5,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testFlatMapSync.(Anon_2).call,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testMergeAsync,,,,,,,,,,16,0.19,
Public Method,rx.BackpressureTests.testMergeAsyncThenObserveOn,,,,,,,,,,16,0.25,
Public Method,rx.BackpressureTests.testMergeSync,,,,,,,,,,15,0.2,
Public Method,rx.BackpressureTests.testObserveOn,,,,,,,,,,11,0,
Public Method,rx.BackpressureTests.testObserveOnWithSlowConsumer,,,,,,,,,,21,0,
Class,rx.BackpressureTests.testObserveOnWithSlowConsumer.(Anon_1),5,0,0,13,0,0,2,0,,10,0,
Public Method,rx.BackpressureTests.testObserveOnWithSlowConsumer.(Anon_1).call,,,,,,,,,,8,0,
Public Method,rx.BackpressureTests.testOnBackpressureBuffer,,,,,,,,,,16,0.13,
Class,rx.BackpressureTests.testOnBackpressureBuffer.(Anon_12),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testOnBackpressureBuffer.(Anon_12).call,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testOnBackpressureDrop,,,,,,,,,,17,0.12,
Public Method,rx.BackpressureTests.testOnBackpressureDropSynchronous,,,,,,,,,,16,0.13,
Public Method,rx.BackpressureTests.testOnBackpressureDropSynchronousWithAction,,,,,,,,,,24,0.13,
Class,rx.BackpressureTests.testOnBackpressureDropSynchronousWithAction.(for_loop_6).(Anon_11),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testOnBackpressureDropSynchronousWithAction.(for_loop_6).(Anon_11).call,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testOnBackpressureDropWithAction,,,,,,,,,,33,0.09,
Class,rx.BackpressureTests.testOnBackpressureDropWithAction.(for_loop_4).(Anon_10),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testOnBackpressureDropWithAction.(for_loop_4).(Anon_10).call,,,,,,,,,,3,0,
Class,rx.BackpressureTests.testOnBackpressureDropWithAction.(for_loop_4).(Anon_9),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testOnBackpressureDropWithAction.(for_loop_4).(Anon_9).call,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testSubscribeOnScheduling,,,,,,,,,,28,0.07,
Public Method,rx.BackpressureTests.testTakeFilterSkipChainAsync,,,,,,,,,,19,0.21,
Class,rx.BackpressureTests.testTakeFilterSkipChainAsync.(Anon_6),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testTakeFilterSkipChainAsync.(Anon_6).call,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestAsync,,,,,,,,,,46,0,
Class,rx.BackpressureTests.testUserSubscriberUsingRequestAsync.(Anon_8),6,0,0,16,0,0,8,0,,33,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestAsync.(Anon_8).onCompleted,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestAsync.(Anon_8).onError,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestAsync.(Anon_8).onNext,,,,,,,,,,19,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestAsync.(Anon_8).onStart,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestSync,,,,,,,,,,35,0,
Class,rx.BackpressureTests.testUserSubscriberUsingRequestSync.(Anon_7),5,0,0,16,0,0,6,0,,24,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestSync.(Anon_7).onCompleted,,,,,,,,,,2,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestSync.(Anon_7).onError,,,,,,,,,,2,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestSync.(Anon_7).onNext,,,,,,,,,,12,0,
Public Method,rx.BackpressureTests.testUserSubscriberUsingRequestSync.(Anon_7).onStart,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testZipAsync,,,,,,,,,,22,0,
Class,rx.BackpressureTests.testZipAsync.(Anon_5),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testZipAsync.(Anon_5).call,,,,,,,,,,3,0,
Public Method,rx.BackpressureTests.testZipSync,,,,,,,,,,22,0,
Class,rx.BackpressureTests.testZipSync.(Anon_4),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.BackpressureTests.testZipSync.(Anon_4).call,,,,,,,,,,3,0,
Public Class,rx.CombineLatestTests,14,0,3,14,0,50,2,0,,49,0.37,
Class,rx.CombineLatestTests.(Anon_1),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CombineLatestTests.(Anon_1).call,,,,,,,,,,3,0,
Class,rx.CombineLatestTests.(Anon_2),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CombineLatestTests.(Anon_2).call,,,,,,,,,,3,0,
Class,rx.CombineLatestTests.(Anon_3),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CombineLatestTests.(Anon_3).call,,,,,,,,,,3,0,
Public Method,rx.CombineLatestTests.testCovarianceOfCombineLatest,,,,,,,,,,10,0.3,
Public Method,rx.CombineLatestTests.testNullEmitting,,,,,,,,,,17,0,
Class,rx.CombineLatestTests.testNullEmitting.(Anon_4),2,0,0,13,0,0,2,0,,5,0,
Public Method,rx.CombineLatestTests.testNullEmitting.(Anon_4).call,,,,,,,,,,3,0,
Class,rx.CombineLatestTests.testNullEmitting.(Anon_5),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CombineLatestTests.testNullEmitting.(Anon_5).call,,,,,,,,,,3,0,
Public Class,rx.ConcatTests,9,0,0,19,0,0,7,0,,112,0.14,
Public Method,rx.ConcatTests.testConcatCovariance,,,,,,,,,,15,0,
Public Method,rx.ConcatTests.testConcatCovariance2,,,,,,,,,,17,0,
Public Method,rx.ConcatTests.testConcatCovariance3,,,,,,,,,,14,0,
Public Method,rx.ConcatTests.testConcatCovariance4,,,,,,,,,,21,0.05,
Class,rx.ConcatTests.testConcatCovariance4.(Anon_1),4,0,0,13,0,0,1,0,,7,0.14,
Public Method,rx.ConcatTests.testConcatCovariance4.(Anon_1).call,,,,,,,,,,5,0.2,
Public Method,rx.ConcatTests.testConcatSimple,,,,,,,,,,9,0,
Public Method,rx.ConcatTests.testConcatWithIterableOfObservable,,,,,,,,,,14,0,
Public Method,rx.ConcatTests.testConcatWithObservableOfObservable,,,,,,,,,,13,0,
Public Class,rx.CovarianceTest,15,0,0,20,0,93,8,0,,158,0.22,
Class,rx.CovarianceTest.(Anon_12),5,0,0,13,0,0,1,0,,9,0,
Public Method,rx.CovarianceTest.(Anon_12).call,,,,,,,,,,7,0,
Class,rx.CovarianceTest.(Anon_13),7,0,0,13,0,0,3,0,,17,0.24,
Public Method,rx.CovarianceTest.(Anon_13).call,,,,,,,,,,15,0.27,
Static Class,rx.CovarianceTest.ActionMovie,0,0,0,12,2,0,0,0,,1,0,
Static Class,rx.CovarianceTest.Album,0,0,0,12,1,0,0,0,,1,0,
Static Class,rx.CovarianceTest.CoolRating,0,0,0,12,1,0,0,0,,1,0,
Static Class,rx.CovarianceTest.ExtendedResult,0,0,0,12,1,0,0,0,,1,0,
Static Class,rx.CovarianceTest.HorrorMovie,0,0,0,12,2,0,0,0,,1,0,
Static Class,rx.CovarianceTest.Media,0,3,0,12,0,0,0,0,,2,0,
Static Class,rx.CovarianceTest.Movie,0,2,0,12,1,0,0,0,,1,0,
Static Class,rx.CovarianceTest.Rating,0,1,0,12,0,0,0,0,,2,0,
Static Class,rx.CovarianceTest.Result,0,1,0,12,0,0,0,0,,2,0,
Static Class,rx.CovarianceTest.TVSeason,0,0,0,12,1,0,0,0,,1,0,
Public Method,rx.CovarianceTest.testComposeWithDeltaLogic,,,,,,,,,,6,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose,,,,,,,,,,9,0,
Class,rx.CovarianceTest.testCovarianceOfCompose.(Anon_6),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose.(Anon_6).call,,,,,,,,,,3,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose2,,,,,,,,,,9,0,
Class,rx.CovarianceTest.testCovarianceOfCompose2.(Anon_7),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose2.(Anon_7).call,,,,,,,,,,3,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose3,,,,,,,,,,14,0,
Class,rx.CovarianceTest.testCovarianceOfCompose3.(Anon_8),3,0,0,13,0,0,1,0,,10,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose3.(Anon_8).call,,,,,,,,,,8,0,
Class,rx.CovarianceTest.testCovarianceOfCompose3.(Anon_8).call.(Anon_9),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose3.(Anon_8).call.(Anon_9).call,,,,,,,,,,3,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose4,,,,,,,,,,14,0,
Class,rx.CovarianceTest.testCovarianceOfCompose4.(Anon_10),2,0,0,13,0,0,1,0,,10,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose4.(Anon_10).call,,,,,,,,,,8,0,
Class,rx.CovarianceTest.testCovarianceOfCompose4.(Anon_10).call.(Anon_11),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testCovarianceOfCompose4.(Anon_10).call.(Anon_11).call,,,,,,,,,,3,0,
Public Method,rx.CovarianceTest.testCovarianceOfFrom,,,,,,,,,,4,1,
Public Method,rx.CovarianceTest.testGroupByCompose,,,,,,,,,,28,0.04,
Class,rx.CovarianceTest.testGroupByCompose.(Anon_2),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testGroupByCompose.(Anon_2).call,,,,,,,,,,3,0,
Class,rx.CovarianceTest.testGroupByCompose.(Anon_3),3,0,0,13,0,0,1,0,,15,0,
Public Method,rx.CovarianceTest.testGroupByCompose.(Anon_3).call,,,,,,,,,,13,0,
Class,rx.CovarianceTest.testGroupByCompose.(Anon_3).call.(Anon_4),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testGroupByCompose.(Anon_3).call.(Anon_4).call,,,,,,,,,,3,0,
Class,rx.CovarianceTest.testGroupByCompose.(Anon_3).call.(Anon_5),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testGroupByCompose.(Anon_3).call.(Anon_5).call,,,,,,,,,,3,0,
Public Method,rx.CovarianceTest.testSortedList,,,,,,,,,,12,0.17,
Class,rx.CovarianceTest.testSortedList.(Anon_1),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.CovarianceTest.testSortedList.(Anon_1).call,,,,,,,,,,3,0,
Public Class,rx.ErrorHandlingTests,8,0,0,14,0,0,2,0,,54,0.41,
Public Method,rx.ErrorHandlingTests.testOnNextError,,,,,,,,,,25,0.12,
Class,rx.ErrorHandlingTests.testOnNextError.(Anon_1),9,0,0,15,0,0,3,0,,16,0,
Public Method,rx.ErrorHandlingTests.testOnNextError.(Anon_1).onCompleted,,,,,,,,,,4,0,
Public Method,rx.ErrorHandlingTests.testOnNextError.(Anon_1).onError,,,,,,,,,,5,0,
Public Method,rx.ErrorHandlingTests.testOnNextError.(Anon_1).onNext,,,,,,,,,,3,0,
Public Method,rx.ErrorHandlingTests.testOnNextErrorAcrossThread,,,,,,,,,,25,0.16,
Class,rx.ErrorHandlingTests.testOnNextErrorAcrossThread.(Anon_2),9,0,0,15,0,0,3,0,,16,0,
Public Method,rx.ErrorHandlingTests.testOnNextErrorAcrossThread.(Anon_2).onCompleted,,,,,,,,,,4,0,
Public Method,rx.ErrorHandlingTests.testOnNextErrorAcrossThread.(Anon_2).onError,,,,,,,,,,5,0,
Public Method,rx.ErrorHandlingTests.testOnNextErrorAcrossThread.(Anon_2).onNext,,,,,,,,,,3,0,
Public Class,rx.EventStream,8,0,0,16,0,0,4,3,,52,0.52,
Public Static Class,rx.EventStream.Event,3,0,3,13,0,0,1,0,,10,0.6,
Public Constructor,rx.EventStream.Event.Event,,,,,,,,,,5,1.2,
Private Constructor,rx.EventStream.EventStream,,,,,,,,,,3,0,
Public Static Method,rx.EventStream.getEventStream,,,,,,,,,,23,0.09,
Class,rx.EventStream.getEventStream.(Anon_1),5,0,0,13,0,0,1,0,,20,0.1,
Public Method,rx.EventStream.getEventStream.(Anon_1).call,,,,,,,,,,18,0.11,
Class,rx.EventStream.getEventStream.(Anon_1).call.(Anon_2),7,0,0,13,0,0,3,0,,13,0.08,
Public Method,rx.EventStream.getEventStream.(Anon_1).call.(Anon_2).call,,,,,,,,,,11,0.09,
Public Static Method,rx.EventStream.randomEvent,,,,,,,,,,7,0,
Private Static Method,rx.EventStream.randomIntFrom0to,,,,,,,,,,7,0.14,
Public Class,rx.GroupByTests,5,0,0,14,0,0,2,0,,52,0.33,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy,,,,,,,,,,30,0.03,
Class,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_3),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_3).call,,,,,,,,,,3,0,
Class,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_4),3,0,0,13,0,0,1,0,,10,0,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_4).call,,,,,,,,,,8,0,
Class,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_4).call.(Anon_5),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_4).call.(Anon_5).call,,,,,,,,,,3,0,
Class,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_6),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnFlatMapOfGroupBy.(Anon_6).call,,,,,,,,,,3,0,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnGroupBy,,,,,,,,,,18,0.06,
Class,rx.GroupByTests.testTakeUnsubscribesOnGroupBy.(Anon_1),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnGroupBy.(Anon_1).call,,,,,,,,,,3,0,
Class,rx.GroupByTests.testTakeUnsubscribesOnGroupBy.(Anon_2),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.GroupByTests.testTakeUnsubscribesOnGroupBy.(Anon_2).call,,,,,,,,,,3,0,
Public Class,rx.IntervalDemo,10,0,0,14,0,0,2,0,,30,0.53,
Public Method,rx.IntervalDemo.demoInterval,,,,,,,,,,3,0,
Public Method,rx.IntervalDemo.testLongObservable,,,,,,,,,,24,0.04,
Class,rx.IntervalDemo.testLongObservable.(Anon_1),6,0,0,13,0,0,1,0,,6,0,
Public Method,rx.IntervalDemo.testLongObservable.(Anon_1).call,,,,,,,,,,4,0,
Class,rx.IntervalDemo.testLongObservable.(Anon_2),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.IntervalDemo.testLongObservable.(Anon_2).call,,,,,,,,,,3,0,
Class,rx.IntervalDemo.testLongObservable.(Anon_3),4,0,0,13,0,0,1,0,,5,0,
Public Method,rx.IntervalDemo.testLongObservable.(Anon_3).call,,,,,,,,,,3,0,
Public Class,rx.MergeTests,6,0,0,17,0,0,5,0,,51,0.37,
Public Method,rx.MergeTests.testCovarianceOfMerge,,,,,,,,,,5,0.6,
Public Method,rx.MergeTests.testMergeCovariance,,,,,,,,,,7,0,
Public Method,rx.MergeTests.testMergeCovariance2,,,,,,,,,,7,0,
Public Method,rx.MergeTests.testMergeCovariance3,,,,,,,,,,9,0,
Public Method,rx.MergeTests.testMergeCovariance4,,,,,,,,,,16,0.06,
Class,rx.MergeTests.testMergeCovariance4.(Anon_1),5,0,0,13,0,0,1,0,,7,0.14,
Public Method,rx.MergeTests.testMergeCovariance4.(Anon_1).call,,,,,,,,,,5,0.2,
Public Generic Class,rx.Notification,10,0,3,29,0,85,30,4,,97,0.91,
Public Enum Type,rx.Notification.Kind,1,0,3,27,0,100,2,0,,3,0,
Public Method,rx.Notification.Kind.valueOf,,,,,,,,,,0,0,
Public Method,rx.Notification.Kind.values,,,,,,,,,,0,0,
Private Constructor,rx.Notification.Notification,,,,,,,,,,5,0,
TypeVariable,rx.Notification.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.Notification.accept,,,,,,,,,,9,0.33,
Public Static Generic Method,rx.Notification.createOnCompleted,,,,,,,,,,3,1.67,
Public Static Generic Method,rx.Notification.createOnCompleted,,,,,,,,,,3,2.33,
TypeVariable,rx.Notification.createOnCompleted.T,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.Notification.createOnCompleted.T,0,0,0,0,0,0,0,0,,0,0,
Public Static Generic Method,rx.Notification.createOnError,,,,,,,,,,3,2.33,
TypeVariable,rx.Notification.createOnError.T,0,0,0,0,0,0,0,0,,0,0,
Public Static Generic Method,rx.Notification.createOnNext,,,,,,,,,,3,2.33,
TypeVariable,rx.Notification.createOnNext.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.Notification.equals,,,,,,,,,,16,0,
Public Method,rx.Notification.getKind,,,,,,,,,,3,1.67,
Public Method,rx.Notification.getThrowable,,,,,,,,,,3,1.67,
Public Method,rx.Notification.getValue,,,,,,,,,,3,1.67,
Public Method,rx.Notification.hasThrowable,,,,,,,,,,3,1.67,
Public Method,rx.Notification.hasValue,,,,,,,,,,3,2,
Public Method,rx.Notification.hashCode,,,,,,,,,,8,0,
Public Method,rx.Notification.isOnCompleted,,,,,,,,,,3,1.67,
Public Method,rx.Notification.isOnError,,,,,,,,,,3,1.67,
Public Method,rx.Notification.isOnNext,,,,,,,,,,3,1.67,
Public Method,rx.Notification.toString,,,,,,,,,,9,0,
Public Generic Class,rx.Observable,158,6,1,346,0,99,366,96,,1545,4.94,
Private Static Class,rx.Observable.CountHolder,1,0,0,12,0,0,0,0,,8,0,
Class,rx.Observable.CountHolder.(Anon_7),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.Observable.CountHolder.(Anon_7).call,,,,,,,,,,3,0,
Private Static Class,rx.Observable.CountLongHolder,1,0,0,12,0,0,0,0,,8,0,
Class,rx.Observable.CountLongHolder.(Anon_8),2,0,0,13,0,0,1,0,,5,0,
Public Method,rx.Observable.CountLongHolder.(Anon_8).call,,,,,,,,,,3,0,
Private Static Class,rx.Observable.EmptyHolder,1,0,0,12,0,0,0,0,,8,0.13,
Class,rx.Observable.EmptyHolder.(Anon_2),3,0,0,13,0,0,1,0,,5,0,
Public Method,rx.Observable.EmptyHolder.(Anon_2).call,,,,,,,,,,3,0,
Private Static Class,rx.Observable.HolderAnyForEmpty,2,0,0,12,0,0,0,0,,3,0,
Private Static Generic Class,rx.Observable.NeverObservable,2,0,0,348,1,0,2,1,,15,0.4,
Private Static Class,rx.Observable.NeverObservable.Holder,1,0,0,12,0,0,0,0,,3,0,
Constructor,rx.Observable.NeverObservable.NeverObservable,,,,,,,,,,7,0.14,
Class,rx.Observable.NeverObservable.NeverObservable.(Anon_41),2,0,0,13,0,0,1,0,,4,0.25,
Public Method,rx.Observable.NeverObservable.NeverObservable.(Anon_41).call,,,,,,,,,,2,0.5,
TypeVariable,rx.Observable.NeverObservable.T,0,0,0,0,0,0,0,0,,0,0,
Static Generic Method,rx.Observable.NeverObservable.instance,,,,,,,,,,3,1.67,
TypeVariable,rx.Observable.NeverObservable.instance.T,0,0,0,0,0,0,0,0,,0,0,
Protected Constructor,rx.Observable.Observable,,,,,,,,,,3,3,
Public Generic Interface,rx.Observable.OnSubscribe,0,254,0,1,3,0,0,0,,1,4,
TypeVariable,rx.Observable.OnSubscribe.T,0,0,0,0,0,0,0,0,,0,0,
Public Generic Interface,rx.Observable.Operator,0,89,0,1,2,0,0,0,,2,2,
TypeVariable,rx.Observable.Operator.R,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.Observable.Operator.T,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.Observable.T,0,0,0,0,0,0,0,0,,0,0,
Private Static Generic Class,rx.Observable.ThrowObservable,1,0,0,347,1,0,1,0,,9,0.67,
TypeVariable,rx.Observable.ThrowObservable.T,0,0,0,0,0,0,0,0,,0,0,
Public Constructor,rx.Observable.ThrowObservable.ThrowObservable,,,,,,,,,,8,0.75,
Class,rx.Observable.ThrowObservable.ThrowObservable.(Anon_42),4,0,0,13,0,0,1,0,,5,1.2,
Public Method,rx.Observable.ThrowObservable.ThrowObservable.(Anon_42).call,,,,,,,,,,3,2,
Public Generic Interface,rx.Observable.Transformer,0,7,0,1,2,0,0,0,,1,5,
TypeVariable,rx.Observable.Transformer.R,0,0,0,0,0,0,0,0,,0,0,
TypeVariable,rx.Observable.Transformer.T,0,0,0,0,0,0,0,0,,0,0,
Public Method,rx.Observable.all,,,,,,,,,,3,5.33,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,5.33,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,6,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,6.67,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,7.33,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,8,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,8.67,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,9.33,
Public Static Generic Method,rx.Observable.amb,,,,,,,,,,3,10,
