Kind,Name,CountClassCoupled,CountClassDerived,CountDeclMethodAll,SumCyclomatic,PercentLackOfCohesion,MaxInheritanceTree,CountDeclInstanceVariable,CountDeclFile,CountDeclFunction,CountLineCode,RatioCommentToCode,CountDeclClassMethod
Public Method,rx.observers.TestObserver.getEvents,,,,,,,,,,7,1.14,
Public Method,rx.observers.TestObserver.getOnCompletedEvents,,,,,,,,,,3,2,
Public Method,rx.observers.TestObserver.getOnErrorEvents,,,,,,,,,,3,1.67,
Public Method,rx.observers.TestObserver.getOnNextEvents,,,,,,,,,,3,1.67,
Public Method,rx.observers.TestObserver.onCompleted,,,,,,,,,,4,0,
Public Method,rx.observers.TestObserver.onError,,,,,,,,,,4,0,
Public Method,rx.observers.TestObserver.onNext,,,,,,,,,,4,0,
Public Class,rx.observers.TestObserverTest,10,0,18,6,50,0,1,,,72,0.21,0
Public Method,rx.observers.TestObserverTest.testAssert,,,,,,,,,,8,0,
Public Method,rx.observers.TestObserverTest.testAssertNotMatchCount,,,,,,,,,,10,0,
Public Method,rx.observers.TestObserverTest.testAssertNotMatchValue,,,,,,,,,,10,0,
Public Method,rx.observers.TestObserverTest.testAssertTerminalEventNotReceived,,,,,,,,,,12,0,
Public Method,rx.observers.TestObserverTest.testWrappingMock,,,,,,,,,,11,0,
Public Method,rx.observers.TestObserverTest.testWrappingMockWhenUnsubscribeInvolved,,,,,,,,,,11,0,
Public Generic Class,rx.observers.TestSubscriber,10,9,39,23,64,1,3,,,99,1.06,0
TypeVariable,rx.observers.TestSubscriber.T,0,0,0,0,0,0,0,,,0,0,0
Public Constructor,rx.observers.TestSubscriber.TestSubscriber,,,,,,,,,,3,0,
Public Constructor,rx.observers.TestSubscriber.TestSubscriber,,,,,,,,,,13,0.23,
Public Constructor,rx.observers.TestSubscriber.TestSubscriber,,,,,,,,,,3,0,
Class,rx.observers.TestSubscriber.TestSubscriber.(Anon_1),3,0,15,3,0,0,0,,,10,0.3,0
Public Method,rx.observers.TestSubscriber.TestSubscriber.(Anon_1).onCompleted,,,,,,,,,,2,0.5,
Public Method,rx.observers.TestSubscriber.TestSubscriber.(Anon_1).onError,,,,,,,,,,2,0.5,
Public Method,rx.observers.TestSubscriber.TestSubscriber.(Anon_1).onNext,,,,,,,,,,2,0.5,
Public Method,rx.observers.TestSubscriber.assertNoErrors,,,,,,,,,,5,1.6,
Public Method,rx.observers.TestSubscriber.assertReceivedOnNext,,,,,,,,,,3,2.67,
Public Method,rx.observers.TestSubscriber.assertTerminalEvent,,,,,,,,,,3,2,
Public Method,rx.observers.TestSubscriber.assertUnsubscribed,,,,,,,,,,5,1.2,
Public Method,rx.observers.TestSubscriber.awaitTerminalEvent,,,,,,,,,,7,1,
Public Method,rx.observers.TestSubscriber.awaitTerminalEvent,,,,,,,,,,7,1.57,
Public Method,rx.observers.TestSubscriber.awaitTerminalEventAndUnsubscribeOnTimeout,,,,,,,,,,7,1.57,
Public Method,rx.observers.TestSubscriber.getLastSeenThread,,,,,,,,,,3,2,
Public Method,rx.observers.TestSubscriber.getOnCompletedEvents,,,,,,,,,,3,2,
Public Method,rx.observers.TestSubscriber.getOnErrorEvents,,,,,,,,,,3,1.67,
Public Method,rx.observers.TestSubscriber.getOnNextEvents,,,,,,,,,,3,1.67,
Public Method,rx.observers.TestSubscriber.onCompleted,,,,,,,,,,8,0,
Public Method,rx.observers.TestSubscriber.onError,,,,,,,,,,8,0,
Public Method,rx.observers.TestSubscriber.onNext,,,,,,,,,,4,0,
Public Method,rx.observers.TestSubscriber.requestMore,,,,,,,,,,3,1.33,
Public Class,rx.observers.TestSubscriberTest,10,0,18,6,50,0,1,,,72,0.21,0
Public Method,rx.observers.TestSubscriberTest.testAssert,,,,,,,,,,8,0,
Public Method,rx.observers.TestSubscriberTest.testAssertNotMatchCount,,,,,,,,,,10,0,
Public Method,rx.observers.TestSubscriberTest.testAssertNotMatchValue,,,,,,,,,,10,0,
Public Method,rx.observers.TestSubscriberTest.testAssertTerminalEventNotReceived,,,,,,,,,,12,0,
Public Method,rx.observers.TestSubscriberTest.testWrappingMock,,,,,,,,,,11,0,
Public Method,rx.observers.TestSubscriberTest.testWrappingMockWhenUnsubscribeInvolved,,,,,,,,,,11,0,
Package,rx.operators,,,,227,,,68,21,,1592,0.21,4
Public Generic Class,rx.operators.DebugSubscriber,6,0,30,12,41,1,4,,,66,0,0
TypeVariable,rx.operators.DebugSubscriber.C,0,0,0,0,0,0,0,,,0,0,0
Public Constructor,rx.operators.DebugSubscriber.DebugSubscriber,,,,,,,,,,12,0,
TypeVariable,rx.operators.DebugSubscriber.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.DebugSubscriber.getActual,,,,,,,,,,3,0,
Public Method,rx.operators.DebugSubscriber.getFrom,,,,,,,,,,3,0,
Public Method,rx.operators.DebugSubscriber.getTo,,,,,,,,,,3,0,
Public Method,rx.operators.DebugSubscriber.onCompleted,,,,,,,,,,10,0,
Public Method,rx.operators.DebugSubscriber.onError,,,,,,,,,,10,0,
Public Method,rx.operators.DebugSubscriber.onNext,,,,,,,,,,11,0,
Public Method,rx.operators.DebugSubscriber.setFrom,,,,,,,,,,3,0,
Public Method,rx.operators.DebugSubscriber.setTo,,,,,,,,,,3,0,
Generic Class,rx.operators.DebugSubscription,6,0,15,4,16,0,2,,,22,0,0
TypeVariable,rx.operators.DebugSubscription.C,0,0,0,0,0,0,0,,,0,0,0
Constructor,rx.operators.DebugSubscription.DebugSubscription,,,,,,,,,,4,0,
TypeVariable,rx.operators.DebugSubscription.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.DebugSubscription.isUnsubscribed,,,,,,,,,,3,0,
Public Method,rx.operators.DebugSubscription.unsubscribe,,,,,,,,,,10,0,
Public Class,rx.operators.OperatorBroadcastRegister,5,0,14,2,0,0,4,,,29,0.52,0
Public Constructor,rx.operators.OperatorBroadcastRegister.OperatorBroadcastRegister,,,,,,,,,,6,0,
Public Method,rx.operators.OperatorBroadcastRegister.call,,,,,,,,,,16,0,
Class,rx.operators.OperatorBroadcastRegister.call.(Anon_1),3,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorBroadcastRegister.call.(Anon_1).onReceive,,,,,,,,,,3,0,
Class,rx.operators.OperatorBroadcastRegister.call.(Anon_2),2,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorBroadcastRegister.call.(Anon_2).call,,,,,,,,,,3,0,
Public Class,rx.operators.OperatorCompoundButtonInput,8,0,14,3,0,0,2,,,58,0.26,0
Private Static Class,rx.operators.OperatorCompoundButtonInput.CachedListeners,3,0,13,2,0,0,0,,,13,0,1
Public Static Method,rx.operators.OperatorCompoundButtonInput.CachedListeners.getFromViewOrCreate,,,,,,,,,,10,0,
Private Static Class,rx.operators.OperatorCompoundButtonInput.CompositeOnCheckedChangeListener,3,0,15,4,0,0,1,,,14,0,0
Public Method,rx.operators.OperatorCompoundButtonInput.CompositeOnCheckedChangeListener.addOnCheckedChangeListener,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorCompoundButtonInput.CompositeOnCheckedChangeListener.onCheckedChanged,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorCompoundButtonInput.CompositeOnCheckedChangeListener.removeOnCheckedChangeListener,,,,,,,,,,3,0,
Public Constructor,rx.operators.OperatorCompoundButtonInput.OperatorCompoundButtonInput,,,,,,,,,,4,0,
Public Method,rx.operators.OperatorCompoundButtonInput.call,,,,,,,,,,21,0,
Class,rx.operators.OperatorCompoundButtonInput.call.(Anon_1),3,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorCompoundButtonInput.call.(Anon_1).onCheckedChanged,,,,,,,,,,3,0,
Class,rx.operators.OperatorCompoundButtonInput.call.(Anon_2),3,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorCompoundButtonInput.call.(Anon_2).call,,,,,,,,,,3,0,
Public Generic Class,rx.operators.OperatorConditionalBinding,4,0,16,4,58,0,2,,,59,0.44,0
Public Constructor,rx.operators.OperatorConditionalBinding.OperatorConditionalBinding,,,,,,,,,,4,0,
Public Constructor,rx.operators.OperatorConditionalBinding.OperatorConditionalBinding,,,,,,,,,,4,0,
TypeVariable,rx.operators.OperatorConditionalBinding.R,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperatorConditionalBinding.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperatorConditionalBinding.call,,,,,,,,,,42,0,
Class,rx.operators.OperatorConditionalBinding.call.(Anon_1),5,0,18,10,0,0,0,,,39,0,0
Private Method,rx.operators.OperatorConditionalBinding.call.(Anon_1).handleLostBinding,,,,,,,,,,6,0,
Private Method,rx.operators.OperatorConditionalBinding.call.(Anon_1).log,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorConditionalBinding.call.(Anon_1).onCompleted,,,,,,,,,,7,0,
Public Method,rx.operators.OperatorConditionalBinding.call.(Anon_1).onError,,,,,,,,,,7,0,
Public Method,rx.operators.OperatorConditionalBinding.call.(Anon_1).onNext,,,,,,,,,,7,0,
Private Method,rx.operators.OperatorConditionalBinding.call.(Anon_1).shouldForwardNotification,,,,,,,,,,3,0,
Method,rx.operators.OperatorConditionalBinding.getBoundRef,,,,,,,,,,3,0,
Public Class,rx.operators.OperatorConditionalBindingTest,9,0,16,4,25,0,1,,,47,0.32,0
Public Method,rx.operators.OperatorConditionalBindingTest.setUp,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorConditionalBindingTest.shouldReleaseBoundReferenceIfPredicateFailsToPass,,,,,,,,,,20,0,
Class,rx.operators.OperatorConditionalBindingTest.shouldReleaseBoundReferenceIfPredicateFailsToPass.(Anon_1),4,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorConditionalBindingTest.shouldReleaseBoundReferenceIfPredicateFailsToPass.(Anon_1).call,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorConditionalBindingTest.shouldUnsubscribeFromSourceSequenceWhenPredicateFailsToPass,,,,,,,,,,12,0,
Public Method,rx.operators.OperatorConditionalBindingTest.unsubscribeWillUnsubscribeFromWrappedSubscriber,,,,,,,,,,5,0,
Public Class,rx.operators.OperatorConditionalsTest,18,0,42,36,88,0,7,,,337,0.05,0
Public Method,rx.operators.OperatorConditionalsTest.before,,,,,,,,,,40,0,
Class,rx.operators.OperatorConditionalsTest.before.(Anon_1),2,0,13,1,0,0,1,,,6,0,0
Public Method,rx.operators.OperatorConditionalsTest.before.(Anon_1).call,,,,,,,,,,3,0,
Class,rx.operators.OperatorConditionalsTest.before.(Anon_2),3,0,13,2,0,0,1,,,9,0,0
Public Method,rx.operators.OperatorConditionalsTest.before.(Anon_2).call,,,,,,,,,,6,0,
Class,rx.operators.OperatorConditionalsTest.before.(Anon_3),2,0,13,1,0,0,1,,,7,0,0
Public Method,rx.operators.OperatorConditionalsTest.before.(Anon_3).call,,,,,,,,,,4,0,
Class,rx.operators.OperatorConditionalsTest.before.(Anon_4),3,0,13,2,0,0,1,,,10,0,0
Public Method,rx.operators.OperatorConditionalsTest.before.(Anon_4).call,,,,,,,,,,7,0,
Method,rx.operators.OperatorConditionalsTest.countdown,,,,,,,,,,9,0,
Class,rx.operators.OperatorConditionalsTest.countdown.(Anon_8),3,0,13,1,0,0,1,,,6,0,0
Public Method,rx.operators.OperatorConditionalsTest.countdown.(Anon_8).call,,,,,,,,,,3,0,
Generic Method,rx.operators.OperatorConditionalsTest.just,,,,,,,,,,8,0,
Class,rx.operators.OperatorConditionalsTest.just.(Anon_5),2,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorConditionalsTest.just.(Anon_5).call,,,,,,,,,,3,0,
TypeVariable,rx.operators.OperatorConditionalsTest.just.T,0,0,0,0,0,0,0,,,0,0,0
Generic Method,rx.operators.OperatorConditionalsTest.observe,,,,,,,,,,12,0,
TypeVariable,rx.operators.OperatorConditionalsTest.observe.T,0,0,0,0,0,0,0,,,0,0,0
Generic Method,rx.operators.OperatorConditionalsTest.observeError,,,,,,,,,,12,0,
TypeVariable,rx.operators.OperatorConditionalsTest.observeError.T,0,0,0,0,0,0,0,,,0,0,0
Generic Method,rx.operators.OperatorConditionalsTest.observeSequence,,,,,,,,,,13,0,
TypeVariable,rx.operators.OperatorConditionalsTest.observeSequence.T,0,0,0,0,0,0,0,,,0,0,0
Generic Method,rx.operators.OperatorConditionalsTest.observeSequenceError,,,,,,,,,,12,0,
TypeVariable,rx.operators.OperatorConditionalsTest.observeSequenceError.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperatorConditionalsTest.testCaseSelectorThrows,,,,,,,,,,8,0,
Public Method,rx.operators.OperatorConditionalsTest.testChosenObservableThrows,,,,,,,,,,10,0,
Public Method,rx.operators.OperatorConditionalsTest.testDefaultCase,,,,,,,,,,10,0,
Public Method,rx.operators.OperatorConditionalsTest.testDoWhile,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorConditionalsTest.testDoWhileConditionThrows,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorConditionalsTest.testDoWhileManyTimes,,,,,,,,,,11,0,
Public Method,rx.operators.OperatorConditionalsTest.testDoWhileOnce,,,,,,,,,,6,0.17,
Public Method,rx.operators.OperatorConditionalsTest.testDoWhileSourceThrows,,,,,,,,,,6,0,
Public Method,rx.operators.OperatorConditionalsTest.testIfThen,,,,,,,,,,8,0,
Public Method,rx.operators.OperatorConditionalsTest.testIfThenConditonThrows,,,,,,,,,,8,0,
Public Method,rx.operators.OperatorConditionalsTest.testIfThenElse,,,,,,,,,,9,0,
Public Method,rx.operators.OperatorConditionalsTest.testIfThenElseObservableThrows,,,,,,,,,,9,0,
Public Method,rx.operators.OperatorConditionalsTest.testIfThenObservableThrows,,,,,,,,,,8,0,
Public Method,rx.operators.OperatorConditionalsTest.testMapContainsKeyThrows,,,,,,,,,,17,0,
Class,rx.operators.OperatorConditionalsTest.testMapContainsKeyThrows.(Anon_7),2,0,13,2,100,0,0,,,9,0,0
Public Method,rx.operators.OperatorConditionalsTest.testMapContainsKeyThrows.(Anon_7).containsKey,,,,,,,,,,6,0,
Public Method,rx.operators.OperatorConditionalsTest.testMapGetThrows,,,,,,,,,,19,0,
Class,rx.operators.OperatorConditionalsTest.testMapGetThrows.(Anon_6),3,0,13,2,100,0,0,,,9,0,0
Public Method,rx.operators.OperatorConditionalsTest.testMapGetThrows.(Anon_6).get,,,,,,,,,,6,0,
Public Method,rx.operators.OperatorConditionalsTest.testSimple,,,,,,,,,,11,0,
Public Method,rx.operators.OperatorConditionalsTest.testWhileDo,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorConditionalsTest.testWhileDoConditionThrows,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorConditionalsTest.testWhileDoConditionThrowsImmediately,,,,,,,,,,6,0,
Public Method,rx.operators.OperatorConditionalsTest.testWhileDoManyTimes,,,,,,,,,,11,0,
Public Method,rx.operators.OperatorConditionalsTest.testWhileDoOnce,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorConditionalsTest.testWhileDoSourceThrows,,,,,,,,,,6,0,
Public Method,rx.operators.OperatorConditionalsTest.testWhileDoZeroTimes,,,,,,,,,,5,0,
Public Class,rx.operators.OperatorEditTextInput,6,0,14,3,0,0,2,,,40,0.53,0
Public Constructor,rx.operators.OperatorEditTextInput.OperatorEditTextInput,,,,,,,,,,4,0,
Private Static Class,rx.operators.OperatorEditTextInput.SimpleTextWatcher,2,1,15,3,0,0,0,,,10,0.3,0
Public Method,rx.operators.OperatorEditTextInput.SimpleTextWatcher.afterTextChanged,,,,,,,,,,2,0.5,
Public Method,rx.operators.OperatorEditTextInput.SimpleTextWatcher.beforeTextChanged,,,,,,,,,,2,0.5,
Public Method,rx.operators.OperatorEditTextInput.SimpleTextWatcher.onTextChanged,,,,,,,,,,2,0.5,
Public Method,rx.operators.OperatorEditTextInput.call,,,,,,,,,,20,0,
Class,rx.operators.OperatorEditTextInput.call.(Anon_1),3,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorEditTextInput.call.(Anon_1).afterTextChanged,,,,,,,,,,3,0,
Class,rx.operators.OperatorEditTextInput.call.(Anon_2),2,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorEditTextInput.call.(Anon_2).call,,,,,,,,,,3,0,
Public Class,rx.operators.OperatorFlatMapPerf,4,0,15,3,0,0,0,,,38,0.71,0
Public Static Class,rx.operators.OperatorFlatMapPerf.Input,1,0,17,1,0,1,1,,,8,0,0
Public Method,rx.operators.OperatorFlatMapPerf.Input.getSize,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorFlatMapPerf.flatMapIntPassthruAsync,,,,,,,,,,8,0,
Class,rx.operators.OperatorFlatMapPerf.flatMapIntPassthruAsync.(Anon_2),4,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorFlatMapPerf.flatMapIntPassthruAsync.(Anon_2).call,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorFlatMapPerf.flatMapIntPassthruSync,,,,,,,,,,8,0,
Class,rx.operators.OperatorFlatMapPerf.flatMapIntPassthruSync.(Anon_1),3,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorFlatMapPerf.flatMapIntPassthruSync.(Anon_1).call,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorFlatMapPerf.flatMapTwoNestedSync,,,,,,,,,,8,0,
Class,rx.operators.OperatorFlatMapPerf.flatMapTwoNestedSync.(Anon_3),5,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorFlatMapPerf.flatMapTwoNestedSync.(Anon_3).call,,,,,,,,,,3,0,
Public Generic Class,rx.operators.OperatorIfThen,6,0,14,4,0,0,3,,,24,0.92,0
Public Constructor,rx.operators.OperatorIfThen.OperatorIfThen,,,,,,,,,,5,0,
TypeVariable,rx.operators.OperatorIfThen.R,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperatorIfThen.call,,,,,,,,,,14,0,
Public Class,rx.operators.OperatorLocalBroadcastRegister,4,0,14,2,0,0,2,,,26,0.58,0
Public Constructor,rx.operators.OperatorLocalBroadcastRegister.OperatorLocalBroadcastRegister,,,,,,,,,,4,0,
Public Method,rx.operators.OperatorLocalBroadcastRegister.call,,,,,,,,,,17,0,
Class,rx.operators.OperatorLocalBroadcastRegister.call.(Anon_1),3,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorLocalBroadcastRegister.call.(Anon_1).onReceive,,,,,,,,,,3,0,
Class,rx.operators.OperatorLocalBroadcastRegister.call.(Anon_2),2,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorLocalBroadcastRegister.call.(Anon_2).call,,,,,,,,,,3,0,
Public Class,rx.operators.OperatorMapPerf,8,0,14,2,50,0,0,,,26,0.58,0
Class,rx.operators.OperatorMapPerf.(Anon_1),2,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorMapPerf.(Anon_1).call,,,,,,,,,,3,0,
Public Static Class,rx.operators.OperatorMapPerf.Input,1,0,17,1,0,1,1,,,8,0,0
Public Method,rx.operators.OperatorMapPerf.Input.getSize,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorMapPerf.mapPassThru,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorMapPerf.mapPassThruViaLift,,,,,,,,,,3,0,
Public Class,rx.operators.OperatorMergePerf,9,0,18,6,0,0,0,,,99,0.2,0
Public Static Class,rx.operators.OperatorMergePerf.InputForMergeN,5,0,14,3,33,0,3,,,17,0.06,0
Public Method,rx.operators.OperatorMergePerf.InputForMergeN.newLatchedObserver,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorMergePerf.InputForMergeN.setup,,,,,,,,,,7,0,
Public Static Class,rx.operators.OperatorMergePerf.InputMillion,1,0,17,1,0,1,1,,,8,0.13,0
Public Method,rx.operators.OperatorMergePerf.InputMillion.getSize,,,,,,,,,,3,0,
Public Static Class,rx.operators.OperatorMergePerf.InputThousand,1,0,17,1,0,1,1,,,8,0.13,0
Public Method,rx.operators.OperatorMergePerf.InputThousand.getSize,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorMergePerf.merge1SyncStreamOfN,,,,,,,,,,11,0,
Class,rx.operators.OperatorMergePerf.merge1SyncStreamOfN.(Anon_2),5,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorMergePerf.merge1SyncStreamOfN.(Anon_2).call,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorMergePerf.mergeNAsyncStreamsOfN,,,,,,,,,,11,0,
Class,rx.operators.OperatorMergePerf.mergeNAsyncStreamsOfN.(Anon_4),6,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorMergePerf.mergeNAsyncStreamsOfN.(Anon_4).call,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorMergePerf.mergeNSyncStreamsOf1,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorMergePerf.mergeNSyncStreamsOfN,,,,,,,,,,11,0,
Class,rx.operators.OperatorMergePerf.mergeNSyncStreamsOfN.(Anon_3),5,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorMergePerf.mergeNSyncStreamsOfN.(Anon_3).call,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorMergePerf.mergeTwoAsyncStreamsOfN,,,,,,,,,,6,0,
Public Method,rx.operators.OperatorMergePerf.oneStreamOfNthatMergesIn1,,,,,,,,,,11,0,
Class,rx.operators.OperatorMergePerf.oneStreamOfNthatMergesIn1.(Anon_1),3,0,13,1,0,0,0,,,5,0,0
Public Method,rx.operators.OperatorMergePerf.oneStreamOfNthatMergesIn1.(Anon_1).call,,,,,,,,,,3,0,
Public Class,rx.operators.OperatorObserveFromAndroidComponent,4,0,15,3,0,0,0,,,93,0.16,2
Private Static Generic Class,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase,8,2,17,6,55,0,3,,,63,0,0
TypeVariable,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.AndroidComponent,0,0,0,0,0,0,0,,,0,0,0
Private Constructor,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.OnSubscribeBase,,,,,,,,,,4,0,
TypeVariable,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.T,0,0,0,0,0,0,0,,,0,0,0
Public Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.call,,,,,,,,,,39,0,
Class,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.call.(Anon_1),3,0,15,6,0,0,0,,,28,0,0
Public Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.call.(Anon_1).onCompleted,,,,,,,,,,8,0,
Public Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.call.(Anon_1).onError,,,,,,,,,,8,0,
Public Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.call.(Anon_1).onNext,,,,,,,,,,8,0,
Class,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.call.(Anon_2),2,0,13,1,0,0,0,,,6,0,0
Public Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.call.(Anon_2).call,,,,,,,,,,4,0,
Protected Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.isComponentValid,,,,,,,,,,3,0,
Private Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.log,,,,,,,,,,7,0,
Private Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeBase.releaseReferences,,,,,,,,,,4,0,
Private Static Generic Class,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeFragment,2,0,19,2,0,1,0,,,8,0,0
Private Constructor,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeFragment.OnSubscribeFragment,,,,,,,,,,3,0,
TypeVariable,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeFragment.T,0,0,0,0,0,0,0,,,0,0,0
Protected Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeFragment.isComponentValid,,,,,,,,,,3,0,
Private Static Generic Class,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeSupportFragment,2,0,19,2,0,1,0,,,8,0,0
Private Constructor,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeSupportFragment.OnSubscribeSupportFragment,,,,,,,,,,3,0,
TypeVariable,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeSupportFragment.T,0,0,0,0,0,0,0,,,0,0,0
Protected Method,rx.operators.OperatorObserveFromAndroidComponent.OnSubscribeSupportFragment.isComponentValid,,,,,,,,,,3,0,
Public Static Generic Method,rx.operators.OperatorObserveFromAndroidComponent.observeFromAndroidComponent,,,,,,,,,,3,0,
Public Static Generic Method,rx.operators.OperatorObserveFromAndroidComponent.observeFromAndroidComponent,,,,,,,,,,6,0,
TypeVariable,rx.operators.OperatorObserveFromAndroidComponent.observeFromAndroidComponent.T,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.operators.OperatorObserveFromAndroidComponent.observeFromAndroidComponent.T,0,0,0,0,0,0,0,,,0,0,0
Public Class,rx.operators.OperatorObserveOnPerf,7,0,15,3,0,0,0,,,29,0.52,0
Public Static Class,rx.operators.OperatorObserveOnPerf.Input,1,0,17,1,0,1,1,,,8,0,0
Public Method,rx.operators.OperatorObserveOnPerf.Input.getSize,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorObserveOnPerf.observeOnComputation,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorObserveOnPerf.observeOnImmediate,,,,,,,,,,5,0,
Public Method,rx.operators.OperatorObserveOnPerf.observeOnNewThread,,,,,,,,,,5,0,
Public Class,rx.operators.OperatorRangePerf,4,0,14,2,0,0,0,,,66,0,0
Public Static Class,rx.operators.OperatorRangePerf.InputUsingRequest,2,0,14,2,50,0,3,,,29,0,0
Public Method,rx.operators.OperatorRangePerf.InputUsingRequest.newSubscriber,,,,,,,,,,18,0,
Class,rx.operators.OperatorRangePerf.InputUsingRequest.newSubscriber.(Anon_1),4,0,16,4,0,0,0,,,15,0,0
Public Method,rx.operators.OperatorRangePerf.InputUsingRequest.newSubscriber.(Anon_1).onCompleted,,,,,,,,,,2,0,
Public Method,rx.operators.OperatorRangePerf.InputUsingRequest.newSubscriber.(Anon_1).onError,,,,,,,,,,2,0,
Public Method,rx.operators.OperatorRangePerf.InputUsingRequest.newSubscriber.(Anon_1).onNext,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorRangePerf.InputUsingRequest.newSubscriber.(Anon_1).onStart,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorRangePerf.InputUsingRequest.setup,,,,,,,,,,4,0,
Public Static Class,rx.operators.OperatorRangePerf.InputWithoutRequest,2,0,14,2,50,0,3,,,25,0,0
Public Method,rx.operators.OperatorRangePerf.InputWithoutRequest.newSubscriber,,,,,,,,,,14,0,
Class,rx.operators.OperatorRangePerf.InputWithoutRequest.newSubscriber.(Anon_2),4,0,15,3,0,0,0,,,11,0,0
Public Method,rx.operators.OperatorRangePerf.InputWithoutRequest.newSubscriber.(Anon_2).onCompleted,,,,,,,,,,2,0,
Public Method,rx.operators.OperatorRangePerf.InputWithoutRequest.newSubscriber.(Anon_2).onError,,,,,,,,,,2,0,
Public Method,rx.operators.OperatorRangePerf.InputWithoutRequest.newSubscriber.(Anon_2).onNext,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorRangePerf.InputWithoutRequest.setup,,,,,,,,,,4,0,
Public Method,rx.operators.OperatorRangePerf.rangeWithBackpressureRequest,,,,,,,,,,3,0,
Public Method,rx.operators.OperatorRangePerf.rangeWithoutBackpressure,,,,,,,,,,3,0,
