Kind,Name,CountDeclClassMethod,MaxInheritanceTree,CountClassDerived,PercentLackOfCohesion,CountClassCoupled,CountDeclInstanceVariable,CountLineCode,CountDeclFile,CountDeclFunction,RatioCommentToCode,CountDeclMethodAll,SumCyclomatic
TypeVariable,rx.util.functions.Functions.fromFunc.T3,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T3,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T3,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T3,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T3,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T4,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T4,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T4,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T4,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T4,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T5,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T5,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T5,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T5,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T6,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T6,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T6,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T7,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T7,0,0,0,0,0,0,0,,,0,0,0
TypeVariable,rx.util.functions.Functions.fromFunc.T8,0,0,0,0,0,0,0,,,0,0,0
Private Static Method,rx.util.functions.Functions.fromFunction,,,,,,,34,,,0.03,,
Public Static Method,rx.util.functions.Functions.getRegisteredLanguageAdaptors,,,,,,,3,,,0,,
Private Static Method,rx.util.functions.Functions.loadLanguageAdaptor,,,,,,,12,,,0,,
Public Static Method,rx.util.functions.Functions.registerLanguageAdaptor,,,,,,,8,,,0,,
Public Static Method,rx.util.functions.Functions.removeLanguageAdaptor,,,,,,,3,,,0,,
,,0.53125,0.062913907,0.369205298,5.006622517,2.42384106,0.879464286,21.70654469,4.230769231,13.54545455,0.522716397,10.58112583,4.71875
