Kind,Name,CountClassCoupled,CountClassDerived,CountDeclInstanceVariable,SumCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,CountDeclMethodAll,RatioCommentToCode,CountDeclClassMethod,CountLineCode,CountDeclFile,CountDeclFunction
TypeVariable,rx.Observable.ThrowObservable.T,0,0,0,0,0,0,0,0,0,0,,
Public Constructor,rx.Observable.ThrowObservable.ThrowObservable,,,,,,,,0.78,,9,,
Class,rx.Observable.ThrowObservable.ThrowObservable.(Anon_5),5,0,0,1,0,0,13,1.17,0,6,,
Public Method,rx.Observable.ThrowObservable.ThrowObservable.(Anon_5).onSubscribe,,,,,,,,1.75,,4,,
Public Method,rx.Observable.aggregate,,,,,,,,2.33,,3,,
Public Generic Method,rx.Observable.aggregate,,,,,,,,2.33,,3,,
TypeVariable,rx.Observable.aggregate.R,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.all,,,,,,,,3.67,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,3.67,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,4.33,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,5.67,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,6.33,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,7,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,7.67,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,8.33,,3,,
Public Static Generic Method,rx.Observable.amb,,,,,,,,3.33,,3,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.amb.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Method,rx.Observable.average,,,,,,,,4,,3,,
Public Static Method,rx.Observable.averageDoubles,,,,,,,,1.33,,3,,
Public Static Method,rx.Observable.averageFloats,,,,,,,,1.33,,3,,
Public Static Method,rx.Observable.averageLongs,,,,,,,,1.33,,3,,
Public Method,rx.Observable.buffer,,,,,,,,5.67,,3,,
Public Method,rx.Observable.buffer,,,,,,,,6.67,,3,,
Public Method,rx.Observable.buffer,,,,,,,,5,,3,,
Public Method,rx.Observable.buffer,,,,,,,,6,,3,,
Public Method,rx.Observable.buffer,,,,,,,,5.67,,3,,
Public Method,rx.Observable.buffer,,,,,,,,6.33,,3,,
Public Method,rx.Observable.buffer,,,,,,,,6.33,,3,,
Public Method,rx.Observable.buffer,,,,,,,,7,,3,,
Public Method,rx.Observable.buffer,,,,,,,,6,,3,,
Public Method,rx.Observable.buffer,,,,,,,,6.67,,3,,
Public Method,rx.Observable.cache,,,,,,,,5.33,,3,,
Public Generic Method,rx.Observable.cast,,,,,,,,3.67,,3,,
TypeVariable,rx.Observable.cast.R,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,1,,3,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,0.75,,4,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,0.75,,4,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,0.75,,4,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,0.75,,4,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,0.75,,4,,
Public Static Generic Method,rx.Observable.combineLatest,,,,,,,,0.75,,4,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T1,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T2,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T3,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T3,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T3,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T3,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T3,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T3,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T3,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T4,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T4,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T4,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T4,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T4,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T4,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T5,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T5,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T5,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T5,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T5,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T6,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T6,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T6,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T6,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T7,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T7,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T7,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T8,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T8,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.combineLatest.T9,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,4,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,5.67,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,6,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,6.67,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,7.33,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,8,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,8.67,,3,,
Public Static Generic Method,rx.Observable.concat,,,,,,,,9.33,,3,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.concat.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.contains,,,,,,,,1.14,,7,,
Class,rx.Observable.contains.(Anon_8),2,0,0,2,0,0,13,0,0,4,,
Public Method,rx.Observable.contains.(Anon_8).call,,,,,,,,0,,3,,
Public Method,rx.Observable.count,,,,,,,,1.13,,8,,
Class,rx.Observable.count.(Anon_9),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.Observable.count.(Anon_9).call,,,,,,,,0,,3,,
Public Static Generic Method,rx.Observable.create,,,,,,,,12.67,,3,,
TypeVariable,rx.Observable.create.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.debounce,,,,,,,,7.67,,3,,
Public Method,rx.Observable.debounce,,,,,,,,8,,3,,
Public Method,rx.Observable.defaultIfEmpty,,,,,,,,4,,3,,
Public Static Generic Method,rx.Observable.defer,,,,,,,,6.33,,3,,
TypeVariable,rx.Observable.defer.T,0,0,0,0,0,0,0,0,0,0,,
Public Generic Method,rx.Observable.dematerialize,,,,,,,,4,,3,,
TypeVariable,rx.Observable.dematerialize.T2,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.distinct,,,,,,,,2.67,,3,,
Public Generic Method,rx.Observable.distinct,,,,,,,,4,,3,,
TypeVariable,rx.Observable.distinct.U,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.distinctUntilChanged,,,,,,,,2.67,,3,,
Public Generic Method,rx.Observable.distinctUntilChanged,,,,,,,,4,,3,,
TypeVariable,rx.Observable.distinctUntilChanged.U,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.elementAt,,,,,,,,4.67,,3,,
Public Method,rx.Observable.elementAtOrDefault,,,,,,,,5.33,,3,,
Public Static Generic Method,rx.Observable.empty,,,,,,,,4,,3,,
Public Static Generic Method,rx.Observable.empty,,,,,,,,5,,3,,
TypeVariable,rx.Observable.empty.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.empty.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.error,,,,,,,,4,,3,,
Public Static Generic Method,rx.Observable.error,,,,,,,,4.67,,3,,
TypeVariable,rx.Observable.error.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.error.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.exists,,,,,,,,4,,3,,
Public Method,rx.Observable.filter,,,,,,,,3.33,,3,,
Public Method,rx.Observable.finallyDo,,,,,,,,3.33,,3,,
Public Method,rx.Observable.first,,,,,,,,3,,3,,
Public Method,rx.Observable.first,,,,,,,,4,,3,,
Public Method,rx.Observable.firstOrDefault,,,,,,,,4,,3,,
Public Method,rx.Observable.firstOrDefault,,,,,,,,5,,3,,
Public Generic Method,rx.Observable.flatMap,,,,,,,,5.67,,3,,
TypeVariable,rx.Observable.flatMap.R,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.from,,,,,,,,7.67,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,5.67,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,6.33,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,8.33,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,10.33,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,7,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,9,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,9.67,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,10.33,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,6,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,6.33,,3,,
Public Static Generic Method,rx.Observable.from,,,,,,,,7.33,,3,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.from.T,0,0,0,0,0,0,0,0,0,0,,
Public Generic Method,rx.Observable.groupBy,,,,,,,,4.67,,3,,
Public Generic Method,rx.Observable.groupBy,,,,,,,,6,,3,,
TypeVariable,rx.Observable.groupBy.K,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.groupBy.K,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.groupBy.R,0,0,0,0,0,0,0,0,0,0,,
Private Method,rx.Observable.handleError,,,,,,,,2,,3,,
Public Method,rx.Observable.ignoreElements,,,,,,,,2.33,,3,,
Public Static Method,rx.Observable.interval,,,,,,,,4,,3,,
Public Static Method,rx.Observable.interval,,,,,,,,4.67,,3,,
Public Method,rx.Observable.isEmpty,,,,,,,,2.67,,3,,
Private Method,rx.Observable.isInternalImplementation,,,,,,,,0.82,,17,,
Public Static Generic Method,rx.Observable.just,,,,,,,,3.8,,5,,
Public Static Generic Method,rx.Observable.just,,,,,,,,4.33,,3,,
TypeVariable,rx.Observable.just.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.just.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.last,,,,,,,,1.67,,3,,
Public Generic Method,rx.Observable.map,,,,,,,,4,,3,,
TypeVariable,rx.Observable.map.R,0,0,0,0,0,0,0,0,0,0,,
Public Generic Method,rx.Observable.mapMany,,,,,,,,5.67,,3,,
TypeVariable,rx.Observable.mapMany.R,0,0,0,0,0,0,0,0,0,0,,
Public Generic Method,rx.Observable.mapWithIndex,,,,,,,,4.33,,3,,
TypeVariable,rx.Observable.mapWithIndex.R,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.materialize,,,,,,,,3,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,5.33,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,6,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,6.67,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,7.33,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,8,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,8.67,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,9.33,,3,,
Public Static Generic Method,rx.Observable.merge,,,,,,,,10,,3,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.merge.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,6.67,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,7.33,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,8,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,8.67,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,9.33,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,10,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,10.67,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,11.33,,3,,
Public Static Generic Method,rx.Observable.mergeDelayError,,,,,,,,12,,3,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.mergeDelayError.T,0,0,0,0,0,0,0,0,0,0,,
Public Generic Method,rx.Observable.multicast,,,,,,,,4,,3,,
TypeVariable,rx.Observable.multicast.R,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.never,,,,,,,,3.67,,3,,
TypeVariable,rx.Observable.never.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.observeOn,,,,,,,,3.33,,3,,
Public Generic Method,rx.Observable.ofType,,,,,,,,1.86,,7,,
Class,rx.Observable.ofType.(Anon_10),3,0,0,1,0,0,13,0,0,4,,
Public Method,rx.Observable.ofType.(Anon_10).call,,,,,,,,0,,3,,
TypeVariable,rx.Observable.ofType.R,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.onErrorResumeNext,,,,,,,,8,,3,,
Public Method,rx.Observable.onErrorResumeNext,,,,,,,,8,,3,,
Public Method,rx.Observable.onErrorReturn,,,,,,,,7.67,,3,,
Public Method,rx.Observable.onExceptionResumeNext,,,,,,,,8.67,,3,,
Public Generic Method,rx.Observable.parallel,,,,,,,,2.33,,3,,
Public Generic Method,rx.Observable.parallel,,,,,,,,3,,3,,
TypeVariable,rx.Observable.parallel.R,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.parallel.R,0,0,0,0,0,0,0,0,0,0,,
Private Method,rx.Observable.protectivelyWrapAndSubscribe,,,,,,,,1.25,,4,,
Public Method,rx.Observable.publish,,,,,,,,3,,3,,
Public Method,rx.Observable.publishLast,,,,,,,,1.67,,3,,
Public Static Method,rx.Observable.range,,,,,,,,5.67,,3,,
Public Generic Method,rx.Observable.reduce,,,,,,,,7.67,,3,,
Public Method,rx.Observable.reduce,,,,,,,,9.33,,3,,
TypeVariable,rx.Observable.reduce.R,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.replay,,,,,,,,3,,3,,
Public Method,rx.Observable.retry,,,,,,,,5.33,,3,,
Public Method,rx.Observable.retry,,,,,,,,4.67,,3,,
Public Method,rx.Observable.sample,,,,,,,,4.33,,3,,
Public Method,rx.Observable.sample,,,,,,,,5,,3,,
Public Generic Method,rx.Observable.scan,,,,,,,,7,,3,,
Public Method,rx.Observable.scan,,,,,,,,6.33,,3,,
TypeVariable,rx.Observable.scan.R,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.sequenceEqual,,,,,,,,1.88,,8,,
Public Static Generic Method,rx.Observable.sequenceEqual,,,,,,,,6,,3,,
Class,rx.Observable.sequenceEqual.(Anon_6),3,0,0,1,0,0,13,0,0,5,,
Public Method,rx.Observable.sequenceEqual.(Anon_6).call,,,,,,,,0,,3,,
TypeVariable,rx.Observable.sequenceEqual.T,0,0,0,0,0,0,0,0,0,0,,
TypeVariable,rx.Observable.sequenceEqual.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.skip,,,,,,,,4.67,,3,,
Public Method,rx.Observable.skipLast,,,,,,,,6.67,,3,,
Public Method,rx.Observable.skipWhile,,,,,,,,4,,3,,
Public Method,rx.Observable.skipWhileWithIndex,,,,,,,,4.67,,3,,
Public Method,rx.Observable.startWith,,,,,,,,3,,3,,
Public Method,rx.Observable.startWith,,,,,,,,3,,3,,
Public Method,rx.Observable.startWith,,,,,,,,3.67,,3,,
Public Method,rx.Observable.startWith,,,,,,,,4.33,,3,,
Public Method,rx.Observable.startWith,,,,,,,,5,,3,,
Public Method,rx.Observable.startWith,,,,,,,,5.67,,3,,
Public Method,rx.Observable.startWith,,,,,,,,6.33,,3,,
Public Method,rx.Observable.startWith,,,,,,,,7,,3,,
Public Method,rx.Observable.startWith,,,,,,,,7.67,,3,,
Public Method,rx.Observable.startWith,,,,,,,,8.33,,3,,
Public Method,rx.Observable.subscribe,,,,,,,,1.11,,36,,
Public Method,rx.Observable.subscribe,,,,,,,,0.5,,26,,
Public Method,rx.Observable.subscribe,,,,,,,,0.63,,19,,
Public Method,rx.Observable.subscribe,,,,,,,,9.33,,3,,
Public Method,rx.Observable.subscribe,,,,,,,,2.33,,3,,
Public Method,rx.Observable.subscribe,,,,,,,,0.27,,22,,
Public Method,rx.Observable.subscribe,,,,,,,,2.67,,3,,
Public Method,rx.Observable.subscribe,,,,,,,,3,,3,,
Class,rx.Observable.subscribe.(Anon_1),5,0,0,3,0,0,15,0.46,0,13,,
Public Method,rx.Observable.subscribe.(Anon_1).onCompleted,,,,,,,,0.5,,2,,
Public Method,rx.Observable.subscribe.(Anon_1).onError,,,,,,,,0,,4,,
Public Method,rx.Observable.subscribe.(Anon_1).onNext,,,,,,,,0,,3,,
Class,rx.Observable.subscribe.(Anon_2),4,0,0,3,0,0,15,0.46,0,13,,
Public Method,rx.Observable.subscribe.(Anon_2).onCompleted,,,,,,,,0.5,,2,,
Public Method,rx.Observable.subscribe.(Anon_2).onError,,,,,,,,0,,4,,
Public Method,rx.Observable.subscribe.(Anon_2).onNext,,,,,,,,0,,3,,
Class,rx.Observable.subscribe.(Anon_3),5,0,0,3,0,0,15,0.36,0,14,,
Public Method,rx.Observable.subscribe.(Anon_3).onCompleted,,,,,,,,0,,3,,
Public Method,rx.Observable.subscribe.(Anon_3).onError,,,,,,,,0,,4,,
Public Method,rx.Observable.subscribe.(Anon_3).onNext,,,,,,,,0,,3,,
Public Method,rx.Observable.subscribeOn,,,,,,,,3.33,,3,,
Public Static Method,rx.Observable.sum,,,,,,,,3.67,,3,,
Public Static Method,rx.Observable.sumDoubles,,,,,,,,1.33,,3,,
Public Static Method,rx.Observable.sumFloats,,,,,,,,1.33,,3,,
Public Static Method,rx.Observable.sumLongs,,,,,,,,1.33,,3,,
Public Static Generic Method,rx.Observable.switchDo,,,,,,,,4,,3,,
TypeVariable,rx.Observable.switchDo.T,0,0,0,0,0,0,0,0,0,0,,
Public Static Generic Method,rx.Observable.switchOnNext,,,,,,,,3.67,,3,,
TypeVariable,rx.Observable.switchOnNext.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.synchronize,,,,,,,,4.33,,3,,
Public Method,rx.Observable.synchronize,,,,,,,,5,,3,,
Public Static Generic Method,rx.Observable.synchronize,,,,,,,,1,,3,,
TypeVariable,rx.Observable.synchronize.T,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.take,,,,,,,,5,,3,,
Public Method,rx.Observable.takeFirst,,,,,,,,3.33,,3,,
Public Method,rx.Observable.takeFirst,,,,,,,,4.33,,3,,
Public Method,rx.Observable.takeLast,,,,,,,,4,,3,,
Public Generic Method,rx.Observable.takeUntil,,,,,,,,4.67,,3,,
TypeVariable,rx.Observable.takeUntil.E,0,0,0,0,0,0,0,0,0,0,,
Public Method,rx.Observable.takeWhile,,,,,,,,4,,3,,
Public Method,rx.Observable.takeWhileWithIndex,,,,,,,,4.33,,3,,
Public Method,rx.Observable.throttleFirst,,,,,,,,4.33,,3,,
Public Method,rx.Observable.throttleFirst,,,,,,,,5,,3,,
Public Method,rx.Observable.throttleLast,,,,,,,,4.67,,3,,
Public Method,rx.Observable.throttleLast,,,,,,,,4.67,,3,,
Public Method,rx.Observable.throttleWithTimeout,,,,,,,,7.67,,3,,
Public Method,rx.Observable.throttleWithTimeout,,,,,,,,5.33,,3,,
Public Method,rx.Observable.timeInterval,,,,,,,,3.33,,3,,
Public Method,rx.Observable.timeInterval,,,,,,,,2,,3,,
Public Method,rx.Observable.timeout,,,,,,,,3.67,,3,,
Public Method,rx.Observable.timeout,,,,,,,,3,,3,,
Public Method,rx.Observable.timestamp,,,,,,,,2.33,,3,,
Public Method,rx.Observable.toBlockingObservable,,,,,,,,2,,3,,
Public Method,rx.Observable.toList,,,,,,,,5.67,,3,,
Public Method,rx.Observable.toSortedList,,,,,,,,4,,3,,
Public Method,rx.Observable.toSortedList,,,,,,,,3.67,,3,,
Public Method,rx.Observable.where,,,,,,,,4,,3,,
Public Method,rx.Observable.window,,,,,,,,4.33,,3,,
Public Method,rx.Observable.window,,,,,,,,5.33,,3,,
Public Method,rx.Observable.window,,,,,,,,6,,3,,
Public Method,rx.Observable.window,,,,,,,,5.33,,3,,
Public Method,rx.Observable.window,,,,,,,,5,,3,,
